M4 logit (natural),M4 logit (balanced),M4 logit (smote),RF (natural),RF (balanced),GBM (natural),XGB (natural),XGB (scale_pos_weight)
0.2834894707130861,0.5729443338404645,0.648215379531351,0.3530792161361495,0.6298753683596893,0.2294949515423817,0.38362576216459277,0.6850717902183533
0.18345659412820578,0.5991291373782177,0.5117157389654877,0.1277318591141164,0.29664275047455835,0.15025572131409734,0.15995487868785857,0.401154613494873
0.13038038431990578,0.356510868350995,0.39807417064528505,0.10872881892467509,0.3315910815381817,0.07095493113309201,0.09348821453750134,0.3282248482108116
0.027093740440278256,0.17610921886374367,0.0711030960872886,0.09179490892479689,0.19581109480314154,0.048466747236781856,0.03673890065401793,0.06554244682192803
0.10665079233233048,0.43743816723050905,0.3319063095602215,0.05625349677323177,0.2235301939945109,0.040263132268474035,0.030670893285423516,0.09480803683400155
0.23929318535285815,0.5163829973991203,0.5819964817379227,0.11645302168917857,0.3475212357667545,0.07325409253453932,0.06937201544642449,0.17393902242183684
0.3619202662843487,0.6404237409181945,0.743461758907252,0.33601814141110575,0.6193575453972003,0.4158212067163822,0.4455502137541771,0.7465850651264191
0.1689440254449472,0.6022247123657998,0.46579476979290624,0.07733626735191643,0.2118303983731896,0.025567943658441124,0.04551928024739027,0.08474850282073021
0.1465442109246285,0.5644781087965826,0.42447078652800796,0.08172020638972033,0.2222370040183011,0.025481877313369056,0.03654375523328781,0.07505559958517552
0.27563331627969834,0.5674020222906374,0.6924887739164315,0.17695195799010938,0.43990086049747745,0.17935405022508433,0.15960991755127907,0.4187720090150833
0.04662595414996411,0.2548011059846139,0.15337538273428003,0.1498548307974516,0.33850059658880427,0.31244480574755606,0.20473340507596732,0.5331177666783333
0.07886937591898242,0.4146354570204814,0.2749764892217511,0.15428139113291434,0.3756927731279482,0.28774674814910306,0.26223541647195814,0.5503910705447197
0.1771754319532904,0.4521069807159952,0.4618040348470851,0.18270417302589936,0.3719850177647869,0.09547120652964473,0.0872926339507103,0.2920198366045952
0.09454904626009974,0.4307068069015917,0.2702822745691898,0.09404651831254253,0.2684045205923846,0.07932393369394027,0.07861631084233522,0.2191428452730179
0.06987384464822585,0.22051082888758536,0.25702529087547427,0.10403458010591257,0.16973722088323218,0.016070944773262444,0.029679286666214465,0.03925756588578224
0.11632356444320387,0.3255319261637816,0.41103006836579514,0.1729049738020978,0.33278947549081167,0.7133169014476366,0.4255760446190834,0.7928179144859314
0.13943668265074147,0.49778234951699263,0.42300880678248587,0.141926007779399,0.30259304576907053,0.09255121938388149,0.15937969386577605,0.2964192941784859
